label,country,admin1,lat,lon,pop,domain
"Ukiah, CA",US,California,39.15017,-123.20778,15917,conus
"Rutland, VT",US,Vermont,43.61062,-72.97261,15824,conus
"Great Bend, KS",US,Kansas,38.36446,-98.76481,15717,conus
"Mitchell, SD",US,South Dakota,43.70943,-98.0298,15669,conus
"Greenwood, MS",US,Mississippi,33.51623,-90.17953,15431,conus
"Jamestown, ND",US,North Dakota,46.91054,-98.70844,15422,conus
"Payson, AZ",US,Arizona,34.23087,-111.32514,15345,conus
"The Dalles, OR",US,Oregon,45.59456,-121.17868,15340,conus
"Susanville, CA",US,California,40.41628,-120.65301,15247,conus
"Traverse City, MI",US,Michigan,44.76306,-85.62063,15218,conus
"Natchez, MS",US,Mississippi,31.56017,-91.40329,15128,conus
"Corinth, MS",US,Mississippi,34.93425,-88.52227,14866,conus
"Scottsbluff, NE",US,Nebraska,41.86663,-103.66717,14802,conus
"Lebanon, MO",US,Missouri,37.6806,-92.66379,14688,conus
"Bemidji, MN",US,Minnesota,47.47356,-94.88028,14594,conus
"Yankton, SD",US,South Dakota,42.87111,-97.39728,14557,conus
"Deming, NM",US,New Mexico,32.2687,-107.75864,14522,conus
"Sterling, CO",US,Colorado,40.62554,-103.20771,14104,conus
"Pierre, SD",US,South Dakota,44.36832,-100.35097,14091,conus
"Waycross, GA",US,Georgia,31.21368,-82.3557,14053,conus
"Sault Ste. Marie, MI",US,Michigan,46.4953,-84.34532,13827,conus
"Athens, TN",US,Tennessee,35.44285,-84.59299,13688,conus
"Marshall, MN",US,Minnesota,44.4469,-95.78835,13652,conus
"Brainerd, MN",US,Minnesota,46.35802,-94.20083,13371,conus
"Fergus Falls, MN",US,Minnesota,46.28302,-96.07756,13281,conus
"Beeville, TX",US,Texas,28.40095,-97.74974,13277,conus
"Harrison, AR",US,Arkansas,36.22979,-93.10768,13138,conus
"Worthington, MN",US,Minnesota,43.61996,-95.5964,13090,conus
"La Grande, OR",US,Oregon,45.32458,-118.08772,13074,conus
"Saint Marys, PA",US,Pennsylvania,41.42784,-78.56086,13070,conus
"Woodward, OK",US,Oklahoma,36.43365,-99.39039,12993,conus
"Elk City, OK",US,Oklahoma,35.41199,-99.40426,12717,conus
"McComb, MS",US,Mississippi,31.24379,-90.45315,12661,conus
"Centralia, IL",US,Illinois,38.52505,-89.1334,12655,conus
"Effingham, IL",US,Illinois,39.12004,-88.54338,12604,conus
"Steamboat Springs, CO",US,Colorado,40.48498,-106.83172,12435,conus
"Escanaba, MI",US,Michigan,45.74525,-87.06458,12334,conus
"West Plains, MO",US,Missouri,36.72812,-91.85237,12285,conus
"Evanston, WY",US,Wyoming,41.26828,-110.96324,12133,conus
"California, MD",US,Maryland,38.3004,-76.50745,11857,conus
"Somerset, KY",US,Kentucky,37.09202,-84.60411,11439,conus
"Vernal, UT",US,Utah,40.45552,-109.52875,11200,conus
"Ontario, OR",US,Oregon,44.02655,-116.96294,10999,conus
"Martin, TN",US,Tennessee,36.3434,-88.85034,10959,conus
"Storm Lake, IA",US,Iowa,42.64109,-95.20972,10910,conus
"Ogdensburg, NY",US,New York,44.69423,-75.48634,10883,conus
"Riverton, WY",US,Wyoming,43.02496,-108.3801,10873,conus
"Show Low, AZ",US,Arizona,34.25421,-110.02983,10860,conus
"Jackson, WY",US,Wyoming,43.47993,-110.76243,10523,conus
"Sebring, FL",US,Florida,27.49559,-81.44091,10497,conus
"Key Largo, FL",US,Florida,25.08652,-80.44728,10433,conus
"Bluefield, WV",US,West Virginia,37.26984,-81.22232,10323,conus
"Edwards, CO",US,Colorado,39.64499,-106.5942,10266,conus
"Roma, TX",US,Texas,26.40526,-99.01581,10223,conus
"Alpena, MI",US,Michigan,45.06168,-83.43275,10175,conus
"Oil City, PA",US,Pennsylvania,41.43395,-79.70644,10137,conus
"Pearsall, TX",US,Texas,28.89219,-99.09503,9980,conus
"Peru, IL",US,Illinois,41.32753,-89.12897,9952,conus
"Havre, MT",US,Montana,48.55,-109.68409,9834,conus
"Alamosa, CO",US,Colorado,37.46945,-105.87002,9819,conus
"Cody, WY",US,Wyoming,44.52634,-109.05653,9792,conus
"Safford, AZ",US,Arizona,32.83395,-109.70758,9683,conus
"Winslow, AZ",US,Arizona,35.02419,-110.69736,9600,conus
"Rifle, CO",US,Colorado,39.5347,-107.78312,9563,conus
"Pecos, TX",US,Texas,31.42291,-103.49323,9517,conus
"Chillicothe, MO",US,Missouri,39.79529,-93.55244,9487,conus
"Berlin, NH",US,New Hampshire,44.46867,-71.18508,9367,conus
"Chanute, KS",US,Kansas,37.67921,-95.4572,9252,conus
"Grants, NM",US,New Mexico,35.1476,-107.85261,9239,conus
"Rockingham, NC",US,North Carolina,34.93932,-79.77395,9220,conus
"Presque Isle, ME",US,Maine,46.68115,-68.01586,9171,conus
"Rawlins, WY",US,Wyoming,41.79107,-107.23866,9040,conus
"Fort Polk South, LA",US,Louisiana,31.0511,-93.21578,9038,conus
"Fitzgerald, GA",US,Georgia,31.71491,-83.25265,9013,conus
"Graham, TX",US,Texas,33.10706,-98.5895,8865,conus
"Sitka, AK",US,Alaska,57.05315,-135.33088,8863,na
"Fort Irwin, CA",US,California,35.26275,-116.68475,8845,conus
"Maysville, KY",US,Kentucky,38.64119,-83.74437,8819,conus
"Miles City, MT",US,Montana,46.40834,-105.84056,8796,conus
"Socorro, NM",US,New Mexico,34.0584,-106.89142,8722,conus
"Cortez, CO",US,Colorado,37.34888,-108.58593,8715,conus
"Frostburg, MD",US,Maryland,39.65814,-78.92836,8667,conus
"Florence, OR",US,Oregon,43.98262,-124.09984,8649,conus
"Fort Stockton, TX",US,Texas,30.89404,-102.87932,8649,conus
"Tuba City, AZ",US,Arizona,36.13499,-111.23986,8611,conus
"Fallon, NV",US,Nevada,39.47353,-118.77737,8458,conus
"Rice Lake, WI",US,Wisconsin,45.50607,-91.73823,8391,conus
"Price, UT",US,Utah,39.59941,-110.81071,8378,conus
"Dalhart, TX",US,Texas,36.05948,-102.51325,8370,conus
"Hornell, NY",US,New York,42.32785,-77.6611,8336,conus
"Nevada, MO",US,Missouri,37.83921,-94.35467,8253,conus
"Ketchikan, AK",US,Alaska,55.3418,-131.64757,8197,na
"Trinidad, CO",US,Colorado,37.16946,-104.50054,8153,conus
"Hailey, ID",US,Idaho,43.51963,-114.31532,8134,conus
"Ludington, MI",US,Michigan,43.95528,-86.45258,8058,conus
"Ashland, WI",US,Wisconsin,46.59244,-90.8838,8040,conus
"Mammoth Lakes, CA",US,California,37.64855,-118.97208,7946,conus
"Winnemucca, NV",US,Nevada,40.97296,-117.73568,7887,conus
"Richfield, UT",US,Utah,38.77247,-112.08409,7592,conus
"Lamar, CO",US,Colorado,38.08723,-102.62075,7555,conus
"Devils Lake, ND",US,North Dakota,48.11278,-98.86512,7351,conus
"Bethel, AK",US,Alaska,60.79222,-161.75583,6450,na
"Kodiak, AK",US,Alaska,57.78852,-152.40533,6253,na
"International Falls, MN",US,Minnesota,48.60105,-93.41098,6158,conus
"Lewistown, MT",US,Montana,47.06247,-109.42824,5874,conus
"Chadron, NE",US,Nebraska,42.82942,-102.99991,5775,conus
"Homer, AK",US,Alaska,59.6425,-151.5494,5515,na
"Colby, KS",US,Kansas,39.39584,-101.05238,5417,conus
"Omak, WA",US,Washington,48.41099,-119.52755,4854,conus
"Unalaska, AK",US,Alaska,53.87413,-166.53408,4491,na
"Utqiagvik, AK",US,Alaska,71.29058,-156.78872,4384,na
"West Wendover, NV",US,Nevada,40.7391,-114.07335,4294,conus
"Ely, NV",US,Nevada,39.24744,-114.88863,4134,conus
"Presidio, TX",US,Texas,29.56074,-104.37215,3904,conus
"Valdez, AK",US,Alaska,61.13083,-146.34833,3870,na
"Nome, AK",US,Alaska,64.50111,-165.40639,3806,na
"Mobridge, SD",US,South Dakota,45.53722,-100.42791,3466,conus
"Glasgow, MT",US,Montana,48.19696,-106.63671,3414,conus
"Kotzebue, AK",US,Alaska,66.89846,-162.59809,3277,na
"Grangeville, ID",US,Idaho,45.92655,-116.12237,3155,conus
"Salmon, ID",US,Idaho,45.17575,-113.8959,3036,conus
"Cut Bank, MT",US,Montana,48.63304,-112.32616,3002,conus
"Calais, ME",US,Maine,45.18376,-67.27662,2980,conus
"Petersburg, AK",US,Alaska,56.8125,-132.95556,2948,na
"Valentine, NE",US,Nebraska,42.87278,-100.55097,2836,conus
"Seward, AK",US,Alaska,60.10426,-149.4435,2790,na
"Burns, OR",US,Oregon,43.58626,-119.0541,2757,conus
"Roseau, MN",US,Minnesota,48.84609,-95.76277,2715,conus
"Santa Rosa, NM",US,New Mexico,34.93867,-104.68249,2675,conus
"Tonopah, NV",US,Nevada,38.06716,-117.23008,2478,conus
"Dillingham, AK",US,Alaska,59.03972,-158.4575,2404,na
"Gold Beach, OR",US,Oregon,42.40733,-124.42177,2279,conus
"Deltana, AK",US,Alaska,63.87217,-145.21773,2251,na
"Prudhoe Bay, AK",US,Alaska,70.25528,-148.33722,2174,na
"Van Horn, TX",US,Texas,31.04029,-104.83073,1928,conus
"Many Farms, AZ",US,Arizona,36.35278,-109.61789,1348,conus
"Grand Marais, MN",US,Minnesota,47.75045,-90.33427,1327,conus
"Ontonagon, MI",US,Michigan,46.87105,-89.31403,1324,conus
"Buxton, NC",US,North Carolina,35.26768,-75.54237,1273,conus
"Tok, AK",US,Alaska,63.33667,-142.98556,1258,na
"Atkinson, NE",US,Nebraska,42.53139,-98.97815,1241,conus
"Skagway, AK",US,Alaska,59.45833,-135.31389,1240,na
"Hooper Bay, AK",US,Alaska,61.53111,-166.09667,1187,na
"Alamo, NV",US,Nevada,37.36496,-115.16446,1080,conus
"Sand Point, AK",US,Alaska,55.33597,-160.50071,1064,na
"Healy, AK",US,Alaska,63.85694,-148.96611,1021,na
"Mexico City, Mexico City, MX",MX,Mexico City,19.42847,-99.12766,12294193,na
"Toronto, Ontario, CA",CA,Ontario,43.70643,-79.39864,2794356,na
"Tijuana, Baja California, MX",MX,Baja California,32.5027,-117.00371,1922523,na
"Montréal, Quebec, CA",CA,Quebec,45.50884,-73.58781,1762949,na
"Puebla, Puebla, MX",MX,Puebla,19.04778,-98.20723,1692181,na
"Santiago de Querétaro, Querétaro, MX",MX,Querétaro,20.58806,-100.38806,1594212,na
"León de los Aldama, Guanajuato, MX",MX,Guanajuato,21.12908,-101.67374,1579803,na
"Ciudad Juárez, Chihuahua, MX",MX,Chihuahua,31.72024,-106.46084,1512450,na
"Zapopan, Jalisco, MX",MX,Jalisco,20.72111,-103.38742,1476491,na
"Calgary, Alberta, CA",CA,Alberta,51.05011,-114.08529,1306784,na
"Mérida, Yucatán, MX",MX,Yucatán,20.967,-89.62318,1201000,na
"Monterrey, Nuevo León, MX",MX,Nuevo León,25.68435,-100.31721,1135512,na
"Mexicali, Baja California, MX",MX,Baja California,32.62781,-115.45446,1032686,na
"Ottawa, Ontario, CA",CA,Ontario,45.41117,-75.69812,1017449,na
"Edmonton, Alberta, CA",CA,Alberta,53.55014,-113.46871,1010899,na
"Chihuahua, Chihuahua, MX",MX,Chihuahua,28.63528,-106.08889,925762,na
"Cancún, Quintana Roo, MX",MX,Quintana Roo,21.17429,-86.84656,888797,na
"Hermosillo, Sonora, MX",MX,Sonora,29.08874,-110.96677,812229,na
"Culiacán, Sinaloa, MX",MX,Sinaloa,24.80209,-107.39421,808416,na
"Winnipeg, Manitoba, CA",CA,Manitoba,49.8844,-97.14704,749607,na
"Morelia, Michoacán, MX",MX,Michoacán,19.70078,-101.18443,743275,na
"Torreón, Coahuila, MX",MX,Coahuila,25.54389,-103.41898,735340,na
"San Luis Potosí, San Luis Potosí, MX",MX,San Luis Potosí,22.15234,-100.97135,722772,na
"Aguascalientes, Aguascalientes, MX",MX,Aguascalientes,21.88262,-102.2843,722250,na
"Saltillo, Coahuila, MX",MX,Coahuila,25.42595,-100.97963,709671,na
"Vancouver, British Columbia, CA",CA,British Columbia,49.24966,-123.11934,662248,na
"Acapulco de Juárez, Guerrero, MX",MX,Guerrero,16.84942,-99.90891,658609,na
"Tuxtla, Chiapas, MX",MX,Chiapas,16.75357,-93.11578,604147,na
"Reynosa, Tamaulipas, MX",MX,Tamaulipas,26.08005,-98.28456,589466,na
"Hamilton, Ontario, CA",CA,Ontario,43.25011,-79.84963,569353,na
"Québec, Quebec, CA",CA,Quebec,46.81228,-71.21454,531902,na
"Victoria de Durango, Durango, MX",MX,Durango,24.02032,-104.65756,518709,na
"Heroica Matamoros, Tamaulipas, MX",MX,Tamaulipas,25.87972,-97.50417,510739,na
"Toluca, México, MX",MX,México,19.28786,-99.65324,489333,na
"Halifax, Nova Scotia, CA",CA,Nova Scotia,44.64269,-63.57688,471559,na
"Ensenada, Baja California, MX",MX,Baja California,31.87149,-116.60071,443807,na
"Veracruz, Veracruz, MX",MX,Veracruz,19.18095,-96.1429,428323,na
"Xalapa de Enríquez, Veracruz, MX",MX,Veracruz,19.53124,-96.91589,424755,na
"London, Ontario, CA",CA,Ontario,42.98339,-81.23304,422324,na
"Nuevo Laredo, Tamaulipas, MX",MX,Tamaulipas,27.47629,-99.51639,416055,na
"Mazatlán, Sinaloa, MX",MX,Sinaloa,23.22163,-106.41885,381583,na
"Irapuato, Guanajuato, MX",MX,Guanajuato,20.67675,-101.35628,380941,na
"Tapachula, Chiapas, MX",MX,Chiapas,14.90541,-92.25891,353706,na
"Villahermosa, Tabasco, MX",MX,Tabasco,17.98625,-92.93928,353577,na
"Celaya, Guanajuato, MX",MX,Guanajuato,20.52353,-100.8157,340387,na
"Cuernavaca, Morelos, MX",MX,Morelos,18.9261,-99.23075,338650,na
"Tepic, Nayarit, MX",MX,Nayarit,21.50733,-104.89332,332863,na
"Ciudad Victoria, Tamaulipas, MX",MX,Tamaulipas,23.74061,-99.14364,332100,na
"Ciudad Obregón, Sonora, MX",MX,Sonora,27.48642,-109.94079,329404,na
"Coatzacoalcos, Veracruz, MX",MX,Veracruz,18.14905,-94.4447,310698,na
"Tampico, Tamaulipas, MX",MX,Tamaulipas,22.28519,-97.87777,309003,na
"Uruapan, Michoacán, MX",MX,Michoacán,19.41116,-102.05644,299523,na
"Victoria, British Columbia, CA",CA,British Columbia,48.4359,-123.35155,289625,na
"Zumpango, México, MX",MX,México,19.7967,-99.09946,280455,na
"Saskatoon, Saskatchewan, CA",CA,Saskatchewan,52.13238,-106.66892,266141,na
"Nogales, Sonora, MX",MX,Sonora,31.30862,-110.94217,264782,na
"Kitchener, Ontario, CA",CA,Ontario,43.42537,-80.5112,256885,na
"Los Mochis, Sinaloa, MX",MX,Sinaloa,25.79097,-108.99825,256613,na
"Pachuca de Soto, Hidalgo, MX",MX,Hidalgo,20.11697,-98.73329,256584,na
"Oaxaca, Oaxaca, MX",MX,Oaxaca,17.06025,-96.72544,255029,na
"La Paz, Baja California Sur, MX",MX,Baja California Sur,24.14231,-110.31316,250141,na
"Windsor, Ontario, CA",CA,Ontario,42.30008,-83.01654,229660,na
"Regina, Saskatchewan, CA",CA,Saskatchewan,50.45008,-104.6178,226404,na
"Campeche, Campeche, MX",MX,Campeche,19.84073,-90.51676,220389,na
"Ciudad Acuña, Coahuila, MX",MX,Coahuila,29.32322,-100.95217,216099,na
"Monclova, Coahuila, MX",MX,Coahuila,26.90687,-101.42056,215271,na
"Cabo San Lucas, Baja California Sur, MX",MX,Baja California Sur,22.89088,-109.91238,202694,na
"Ciudad Lázaro Cárdenas, Michoacán, MX",MX,Michoacán,17.97066,-102.22124,196003,na
"Ciudad del Carmen, Campeche, MX",MX,Campeche,18.64592,-91.82991,191238,na
"Poza Rica de Hidalgo, Veracruz, MX",MX,Veracruz,20.53315,-97.45946,185242,na
"Chetumal, Quintana Roo, MX",MX,Quintana Roo,18.51957,-88.30397,169028,na
"Comitán, Chiapas, MX",MX,Chiapas,16.24004,-92.13668,166178,na
"Greater Sudbury, Ontario, CA",CA,Ontario,46.49,-80.99001,166004,na
"Manzanillo, Colima, MX",MX,Colima,19.11695,-104.34214,159853,na
"Tuxtepec, Oaxaca, MX",MX,Oaxaca,18.0883,-96.12535,159452,na
"Saguenay, Quebec, CA",CA,Quebec,48.41675,-71.06573,148886,na
"Kelowna, British Columbia, CA",CA,British Columbia,49.88307,-119.48568,144576,na
"Trois-Rivières, Quebec, CA",CA,Quebec,46.34515,-72.5477,144472,na
"Fresnillo, Zacatecas, MX",MX,Zacatecas,23.1749,-102.86785,143281,na
"Kingston, Ontario, CA",CA,Ontario,44.22976,-76.48098,132485,na
"Sherbrooke, Quebec, CA",CA,Quebec,45.40008,-71.89908,129447,na
"Ciudad Valles, San Luis Potosí, MX",MX,San Luis Potosí,21.99631,-99.01093,124644,na
"Ciudad Guzmán, Jalisco, MX",MX,Jalisco,19.70413,-103.46383,111975,na
"St. John's, Newfoundland and Labrador, CA",CA,Newfoundland and Labrador,47.56494,-52.70931,110525,na
"Thunder Bay, Ontario, CA",CA,Ontario,48.38202,-89.25018,108843,na
"Sydney, Nova Scotia, CA",CA,Nova Scotia,46.1351,-60.1831,105968,na
"Parral, Chihuahua, MX",MX,Chihuahua,26.93022,-105.6664,104836,na
"Lethbridge, Alberta, CA",CA,Alberta,49.69999,-112.81856,103197,na
"Red Deer, Alberta, CA",CA,Alberta,52.26682,-113.802,100844,na
"Juchitán de Zaragoza, Oaxaca, MX",MX,Oaxaca,16.43603,-95.01975,88280,na
"Moncton, New Brunswick, CA",CA,New Brunswick,46.09454,-64.7965,86106,na
"Prince George, British Columbia, CA",CA,British Columbia,53.9166,-122.75301,78943,na
"Matehuala, San Luis Potosí, MX",MX,San Luis Potosí,23.64824,-100.64334,77328,na
"Agua Prieta, Sonora, MX",MX,Sonora,31.3224,-109.54251,77254,na
"Sault Ste. Marie, Ontario, CA",CA,Ontario,46.51677,-84.33325,72051,na
"Saint John, New Brunswick, CA",CA,New Brunswick,45.27076,-66.05616,71808,na
"Grande Prairie, Alberta, CA",CA,Alberta,55.16667,-118.80271,70385,na
"Linares, Nuevo León, MX",MX,Nuevo León,24.85798,-99.56768,70378,na
"Fort McMurray, Alberta, CA",CA,Alberta,56.72676,-111.38103,66573,na
"Medicine Hat, Alberta, CA",CA,Alberta,50.03928,-110.67661,63138,na
"Puerto Peñasco, Sonora, MX",MX,Sonora,31.31716,-113.53799,62689,na
"Heroica Caborca, Sonora, MX",MX,Sonora,30.71833,-112.15837,59922,na
"Nuevo Casas Grandes, Chihuahua, MX",MX,Chihuahua,30.41552,-107.91166,55553,na
"Ciudad de Huajuapan de León, Oaxaca, MX",MX,Oaxaca,17.80787,-97.77956,53043,na
"North Bay, Ontario, CA",CA,Ontario,46.3168,-79.46633,50396,na
"Pijijiapan, Chiapas, MX",MX,Chiapas,15.68618,-93.20938,50079,na
"Valladolid, Yucatán, MX",MX,Yucatán,20.68812,-88.19936,48973,na
"Brandon, Manitoba, CA",CA,Manitoba,49.84692,-99.95306,48859,na
"Palenque, Chiapas, MX",MX,Chiapas,17.50914,-91.98125,42947,na
"Rimouski, Quebec, CA",CA,Quebec,48.44879,-68.52396,42240,na
"Timmins, Ontario, CA",CA,Ontario,48.46686,-81.33312,41788,na
"Ciudad Constitución, Baja California Sur, MX",MX,Baja California Sur,25.0321,-111.66256,40935,na
"Huejutla de Reyes, Hidalgo, MX",MX,Hidalgo,21.14,-98.41944,40015,na
"Lloydminster, Alberta, CA",CA,Alberta,53.27237,-110.02256,31582,na
"Sept-Îles, Quebec, CA",CA,Quebec,50.20011,-66.38208,28534,na
"Whitehorse, Yukon, CA",CA,Yukon,60.71611,-135.05375,28201,na
"Val-d'Or, Quebec, CA",CA,Quebec,48.0974,-77.79737,25541,na
"Yellowknife, Northwest Territories, CA",CA,Northwest Territories,62.45411,-114.37248,20340,na
"Terrace, British Columbia, CA",CA,British Columbia,54.51634,-128.60345,19443,na
"Corner Brook, Newfoundland and Labrador, CA",CA,Newfoundland and Labrador,48.95001,-57.95202,18693,na
"Thompson, Manitoba, CA",CA,Manitoba,55.7435,-97.85579,13678,na
"Guerrero Negro, Baja California Sur, MX",MX,Baja California Sur,27.96005,-114.05589,13054,na
"Hanceville, British Columbia, CA",CA,British Columbia,51.91922,-123.04458,10000,na
"Dryden, Ontario, CA",CA,Ontario,49.78334,-92.75032,8195,na
"Chandler, Quebec, CA",CA,Quebec,48.34935,-64.67926,7914,na
"Happy Valley-Goose Bay, Newfoundland and Labrador, CA",CA,Newfoundland and Labrador,53.3038,-60.32576,7572,na
"Chibougamau, Quebec, CA",CA,Quebec,49.91684,-74.36586,7563,na
"Iqaluit, Nunavut, CA",CA,Nunavut,63.74697,-68.51727,7429,na
"Labrador City, Newfoundland and Labrador, CA",CA,Newfoundland and Labrador,52.94626,-66.91137,7220,na
"Flin Flon, Manitoba, CA",CA,Manitoba,54.76703,-101.87433,5865,na
"La Ronge, Saskatchewan, CA",CA,Saskatchewan,55.10013,-105.28422,5671,na
"Creston, British Columbia, CA",CA,British Columbia,49.09987,-116.50211,5583,na
